pipe_name,metadata_description,metadata_tool,metadata_category,metadata_link,metadata_priority,metadata_fp_risk,metadata_severity,metadata_tool_type,metadata_usage,metadata_comment,metadata_reference
\Supremo_Helper_2,used by supremo remote access software,supremo,RMM,https://www.supremocontrol.com,high,low,high,greyware_tool,Hunting,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/Supremo.csv
\Supremo_Service,used by supremo remote access software,supremo,RMM,https://www.supremocontrol.com,high,low,high,greyware_tool,Hunting,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/Supremo.csv
\svcctl,Service Control Manager Remote Protocol used by many lateral movement tools,CrackMapExec,Lateral Movement,https://github.com/byt3bl33d3r/CrackMapExec/blob/d8c50c8cbaf36c29329078662473f75e440978d2/cme/protocols/smb.py#L635,critical,high,info,offensive_tool,Hunting,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/A-C/crackmapexec.csv
\syelog,associated with Microsoft's Detours - a library used for intercepting Win32 functions - used by the offensive tool defender-control,Detours,Defense Evasion,https://github.com/pgkt04/defender-control/blob/f4bb9f3340c83e6a0ab50650697ce865e935ba37/src/detour/86/include/syelog.h#L21,low,medium,low,greyware_tool,Hunting,false positives expected - low severity,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/D-F/defender-control.csv
\syelog,EDR bypassing,syelog,Defense Evasion,https://github.com/Signal-Labs/NtdllUnpatcher/blob/889ae63a80c857af386286ae0169a0cb40f28cc4/Detours-master/include/syelog.h#L21,critical,N/A,critical,offensive_tool,detection rule,N/A,https://github.com/Signal-Labs/NtdllUnpatcher/blob/889ae63a80c857af386286ae0169a0cb40f28cc4/Detours-master/include/syelog.h#L21
\tailscale-test,Tailscale,Tailscale,Defense Evasion,https://github.com/tailscale/tailscale/blob/2fa219440bb5b408866413647ed92dac265ad919/safesocket/basic_test.go#L24,high,N/A,high,greyware_tool,detection rule,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/tailscale.csv
\tenketsu,metasploit clone for linux,tenketsu,Exploitation,https://github.com/killvxk/thg-framework/blob/fab929cd77c91373ebc4212bd4e5891b54f0fb1b/data/source/byakugan/tenketsu.cpp#L127,critical,N/A,critical,offensive_tool,detection rule,N/A,https://github.com/killvxk/thg-framework/blob/fab929cd77c91373ebc4212bd4e5891b54f0fb1b/data/source/byakugan/tenketsu.cpp#L127
\tenketsuProxy,metasploit clone for linux,tenketsu,Exploitation,https://github.com/killvxk/thg-framework/blob/fab929cd77c91373ebc4212bd4e5891b54f0fb1b/data/source/byakugan/tenketsu.cpp#L127,critical,N/A,critical,offensive_tool,detection rule,N/A,https://github.com/killvxk/thg-framework/blob/fab929cd77c91373ebc4212bd4e5891b54f0fb1b/data/source/byakugan/tenketsu.cpp#L127
\TermSrv_API_service,impacket dcerpc,impacket,Exploitation,https://github.com/fortra/impacket/blob/2de29184dc93247829099fcbc52ff256817c6a94/impacket/dcerpc/v5/tsts.py#L2031,critical,low,critical,offensive_tool,detection rule,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/I-K/impacket.csv
\testascxzc,Windows Backdoor Govrat,Govrat,Malware,https://github.com/roadwy/DefenderYara/blob/9bbdb7f9fd3513ce30aa69cd1d88830e3cf596ca/Backdoor/Win32/Govrat/Backdoor_Win32_Govrat_A.yar#L25,critical,none,critical,offensive_tool,detection rule,N/A,https://github.com/mthcht/awesome-lists
\Teste,RustRedOps Named Pipe Client / Server,RustRedOps,Exploitation,https://github.com/joaoviictorti/RustRedOps/blob/1b8d25c9692f8effd03dea677f349dc0e882c5f3/Named_Pipe_Client_Server/src/client.rs#L14,medium,low,medium,offensive_tool,Hunting,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/RustRedOps.csv
\testpipe,Hunting for suspicious string,_,N/A,https://unit42.paloaltonetworks.com/emissary-panda-attacks-middle-east-government-sharepoint-servers/,high,high,medium,offensive_tool,Hunting,used by a lot of legitimate projects,https://unit42.paloaltonetworks.com/emissary-panda-attacks-middle-east-government-sharepoint-servers/
\TestSVC,GetSystem in Empire & PoshC2,PoshC2,C2,https://github.com/splunk/car/blob/5f74ab40c7e27accc38a5ee0fa664a68dbabc0cc/docs/analytics/CAR-2021-02-002/index.md?plain=1#L107C1-L107C29,critical,N/A,critical,offensive_tool,detection rule,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/O-Q/poshc2.csv
\TestSVC,Get-System.ps1 default named pipe,SharPyShell,Privilege Escalation,https://github.com/antonioCoco/SharPyShell/blob/29718225791f11fd3d66dd03df4c05c414256630/modules/ps_modules/Get-System.ps1#L89,critical,medium,high,offensive_tool,Hunting,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/SharPyShell.csv
\TightVNC_Service_Control,TightVNC default named pipe,TightVNC,RMM,https://www.tightvnc.com,high,none,high,greyware_tool,Hunting,"C:\Program Files (x86)\TightVNC\tvnserver.exe	",https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/tightvnc.csv
\TightVNC_Service_Control,TightVNC default named pipe also used by EHORUS RMM,EHORUS RMM,RMM,https://www.tightvnc.com,high,none,high,greyware_tool,Hunting,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/G-H/EHORUS RMM.csv
\TIOR_Err,pipe redirector from metasploit bypassuac TIOR,thg-framework,Exploitation,https://github.com/killvxk/thg-framework/blob/fab929cd77c91373ebc4212bd4e5891b54f0fb1b/data/source/exploits/bypassuac/Redirector.cpp#L7,critical,N/A,critical,offensive_tool,detection rule,N/A,https://github.com/killvxk/thg-framework/blob/fab929cd77c91373ebc4212bd4e5891b54f0fb1b/data/source/exploits/bypassuac/Redirector.cpp#L7
\TIOR_In,pipe redirector from metasploit bypassuac TIOR,thg-framework,Exploitation,https://github.com/killvxk/thg-framework/blob/fab929cd77c91373ebc4212bd4e5891b54f0fb1b/data/source/exploits/bypassuac/Redirector.cpp#L7,critical,N/A,critical,offensive_tool,detection rule,N/A,https://github.com/killvxk/thg-framework/blob/fab929cd77c91373ebc4212bd4e5891b54f0fb1b/data/source/exploits/bypassuac/Redirector.cpp#L7
\TIOR_Out,pipe redirector from metasploit bypassuac TIOR,thg-framework,Exploitation,https://github.com/killvxk/thg-framework/blob/fab929cd77c91373ebc4212bd4e5891b54f0fb1b/data/source/exploits/bypassuac/Redirector.cpp#L7,critical,N/A,critical,offensive_tool,detection rule,N/A,https://github.com/killvxk/thg-framework/blob/fab929cd77c91373ebc4212bd4e5891b54f0fb1b/data/source/exploits/bypassuac/Redirector.cpp#L7
\tokenvator,A tool to elevate privilege with Windows Tokens,Tokenvator,Privilege Escalation,https://github.com/0xbadjuju/Tokenvator/blob/f38c8be2b439adc87d40780a8705dbb7e1c5804d/Tokenvator/MainLoop.cs#L35,critical,N/A,critical,offensive_tool,detection rule,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/Tokenvator.csv
\toteslegit,InlineExecute-Assembly,InlineExecute-Assembly,Exploitation,https://github.com/anthemtotheego/InlineExecute-Assembly/blob/402637229d1c9abab221119601143732eb867e26/inlineExecuteAssembly/inlineExecute-Assembly.cna#L18,critical,N/A,critical,offensive_tool,detection rule,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/A-C/cobaltstrike.csv
\turum,Genasom Ransomware,Genasom,Ransomware,https://github.com/roadwy/DefenderYara/blob/9bbdb7f9fd3513ce30aa69cd1d88830e3cf596ca/Ransom/Win32/Genasom/Ransom_Win32_Genasom_SD_MTB.yar#L9,critical,low,critical,offensive_tool,detection rule,N/A,https://github.com/mthcht/awesome-lists
\TVN_log_pipe_public_name,TightVNC default named pipe,TightVNC,RMM,https://www.tightvnc.com,high,none,high,greyware_tool,Hunting,"C:\Program Files (x86)\TightVNC\tvnserver.exe	",https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/tightvnc.csv
\TVN_log_pipe_public_name,TightVNC default named pipe also used by EHORUS RMM,EHORUS RMM,RMM,https://www.tightvnc.com,high,none,high,greyware_tool,Hunting,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/G-H/EHORUS RMM.csv
\u0hxc1q44vhhbj5oo4ohjieo8uh7ufxe,PIPEDANCE malware,PIPEDANCE,Malware,https://www.elastic.co/security-labs/twice-around-the-dance-floor-with-pipedance,critical,N/A,critical,offensive_tool,detection rule,N/A,https://www.elastic.co/security-labs/twice-around-the-dance-floor-with-pipedance
\uwjjqz,bumblebee malware,bumblebee,Malware,https://thedfirreport.com/2022/11/14/bumblebee-zeros-in-on-meterpreter/,high,medium,medium,offensive_tool,Hunting,N/A,https://thedfirreport.com/2022/11/14/bumblebee-zeros-in-on-meterpreter/
\UxdEvent_API_Service,Filecoder Ransomware,Filecoder,Ransomware,https://www.trendmicro.com/vinfo/ae/threat-encyclopedia/malware/ransom.win32.crytem.a,critical,low,critical,offensive_tool,detection rule,N/A,https://github.com/mthcht/awesome-lists
\VBoxGuest,VirtualBox usage,VirtualBox,Defense Evasion,https://github.com/mthcht/awesome-lists,info,N/A,info,greyware_tool,Hunting,N/A,https://github.com/mthcht/awesome-lists
\VBoxMiniRdDN,VirtualBox usage,VirtualBox,Defense Evasion,https://github.com/mthcht/awesome-lists,info,N/A,info,greyware_tool,Hunting,N/A,https://github.com/mthcht/awesome-lists
\VBoxMiniRdrDN,VirtualBox usage,VirtualBox,Defense Evasion,https://github.com/mthcht/awesome-lists,info,N/A,info,greyware_tool,Hunting,N/A,https://github.com/mthcht/awesome-lists
\VBoxTrayIPC,VirtualBox usage,VirtualBox,Defense Evasion,https://github.com/mthcht/awesome-lists,info,N/A,info,greyware_tool,Hunting,N/A,https://github.com/mthcht/awesome-lists
\vllyad,bumblebee malware,bumblebee,Malware,https://thedfirreport.com/2022/11/14/bumblebee-zeros-in-on-meterpreter/,high,medium,medium,offensive_tool,Hunting,N/A,https://thedfirreport.com/2022/11/14/bumblebee-zeros-in-on-meterpreter/
\wafrms,bumblebee malware,bumblebee,Malware,https://thedfirreport.com/2022/11/14/bumblebee-zeros-in-on-meterpreter/,critical,N/A,critical,offensive_tool,detection rule,N/A,https://thedfirreport.com/2022/11/14/bumblebee-zeros-in-on-meterpreter/
\warpzone8,elevationstation elevate to SYSTEM - Metasploit and PSEXEC getsystem alternative,elevationstation,Privilege Escalation,https://github.com/g3tsyst3m/elevationstation/blob/fe3a2c64eaaf2d8e2148f18235054c0e1bf90357/elevationstation/elevationstation.cpp#L55,critical,N/A,critical,offensive_tool,detection rule,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/D-F/elevationstation.csv
\wininet_activate,Uroburos - Named pipe used for internal communications,Uroburos,Malware,https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2014/08/20082358/uroburos.pdf,high,N/A,high,offensive_tool,detection rule,N/A,https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2014/08/20082358/uroburos.pdf
\WinPwnagePipe,Winpwnage elevatemethod3.py,WinPwnage,Privilege Escalation,https://github.com/rootm0s/WinPwnage/blob/aed0389b4d20b61e3c6de611a3386d3e3fbcae01/winpwnage/functions/elevate/elevateMethod3.py#L21,critical,N/A,critical,offensive_tool,detection rule,N/A,https://github.com/rootm0s/WinPwnage/blob/aed0389b4d20b61e3c6de611a3386d3e3fbcae01/winpwnage/functions/elevate/elevateMethod3.py#L21
\winsession,Wild Neutron APT pipe,Wild Neutron,Malware,https://securelist.com/wild-neutron-economic-espionage-threat-actor-returns-with-new-tricks/71275/,high,N/A,high,offensive_tool,detection rule,N/A,https://securelist.com/wild-neutron-economic-espionage-threat-actor-returns-with-new-tricks/71275/
\xai,priv esc for SeImpersonatePrivilege,NP_impersonate,Privilege Escalation,https://github.com/sailay1996/NP_impersonate/blob/06bc253d249de7f4b71ede6e223ec1bda079899a/np_createProcess.c#L55,high,N/A,critical,offensive_tool,detection rule,N/A,https://github.com/sailay1996/NP_impersonate/blob/06bc253d249de7f4b71ede6e223ec1bda079899a/np_createProcess.c#L55
\xlibwait,Trojan:Win32/Warece.C Defender signature,Warece,Malware,https://www.hybrid-analysis.com/sample/78f6014919d9615e86d0496ca0c3758b29b115016b56f71172797117ad08277b?environmentId=120,critical,none,high,offensive_tool,detection rule,N/A,https://github.com/mthcht/awesome-lists
\youcantpatchthis,using named pipe output with beacon ReflectiveDLLs,ReflectiveDll,C2,https://github.com/rxwx/cs-rdll-ipc-example/blob/2d331dae5d5dd84e5d6fbc5a0c152e690539c70f/ReflectiveDll/dllmain.cpp#L11,critical,N/A,critical,offensive_tool,detection rule,N/A,https://github.com/rxwx/cs-rdll-ipc-example/blob/2d331dae5d5dd84e5d6fbc5a0c152e690539c70f/ReflectiveDll/dllmain.cpp#L11
